UserId,StockName,buy/sell,Price,Volume,Status
11,tsla,buy,1680,7180,Success
18,ACN,sell,1896,2485,Abort
49,ACN,buy,281,1173,Success
42,TATA MOTORS,buy,1865,7697,Abort
65,HDFC BANK,buy,493,4436,Success
28,SBIN,buy,1252,3009,Success
96,tsla,buy,2124,2306,Abort
77,HDFC BANK,sell,721,810,Success
70,AAPL,sell,38,6285,Abort
83,RELIANCE,sell,888,3105,Abort
73,ACN,sell,1287,4909,Success
69,AAPL,sell,1178,5344,Abort
57,TATA MOTORS,buy,1961,9686,Abort
41,SBIN,sell,1193,5809,Abort
31,TATA MOTORS,sell,529,5679,Abort
31,tsla,sell,2041,7588,Success
95,MSFT,buy,382,1653,Success
21,SBIN,buy,1656,4747,Success
83,TATA MOTORS,sell,2293,956,Abort
74,tsla,buy,863,795,Success
55,tsla,buy,552,4511,Success
9,ITC,buy,976,6984,Success
33,ACN,sell,1979,6794,Abort
91,RELIANCE,sell,1229,8922,Abort
80,HDFC BANK,sell,30,1431,Abort
8,TATA MOTORS,buy,667,2765,Success
33,RELIANCE,sell,1271,6233,Abort
48,AAPL,sell,1587,8719,Success
40,AAPL,sell,2026,8366,Success
73,TATA MOTORS,sell,225,7095,Success
16,ITC,buy,367,6594,Success
96,AMZN,sell,165,783,Success
93,ACN,buy,1373,3800,Success
31,TATA MOTORS,sell,2485,2111,Success
88,ACN,sell,1040,3985,Abort
55,AMZN,buy,1218,4987,Success
76,ACN,sell,1555,7309,Abort
13,tsla,sell,1012,9681,Abort
69,TATA MOTORS,buy,599,3022,Abort
67,ACN,sell,998,7023,Abort
6,AAPL,sell,2013,3419,Abort
25,AMZN,sell,1828,8733,Abort
17,TATA MOTORS,buy,2423,3389,Success
15,AAPL,buy,2334,4640,Abort
66,HDFC BANK,buy,409,6731,Success
43,TATA MOTORS,sell,172,1400,Abort
81,tsla,buy,1944,6712,Success
35,MSFT,sell,23,6147,Abort
84,ITC,buy,248,9583,Abort
10,AAPL,sell,785,7160,Success
43,AAPL,buy,2438,139,Success
86,MSFT,buy,2144,5401,Success
55,MSFT,buy,2408,3735,Success
70,HDFC BANK,buy,1155,5437,Success
87,AMZN,buy,781,4940,Abort
48,HDFC BANK,sell,793,9731,Success
68,HDFC BANK,sell,2150,1434,Abort
67,ACN,buy,23,8885,Success
68,AMZN,buy,1285,2226,Success
68,SBIN,buy,1028,731,Abort
100,HDFC BANK,buy,1379,3554,Abort
86,ITC,buy,1746,4194,Success
79,AMZN,sell,1503,8185,Abort
73,ACN,sell,300,8870,Success
29,AMZN,buy,1560,4345,Success
23,ACN,buy,185,7334,Success
55,SBIN,sell,1885,6469,Success
5,AMZN,buy,978,7689,Success
73,TATA MOTORS,sell,790,5382,Abort
21,AMZN,buy,1341,4905,Success
34,AAPL,buy,1888,5137,Abort
76,TATA MOTORS,buy,1870,2602,Abort
18,MSFT,sell,1619,3852,Success
78,AMZN,buy,2246,3619,Abort
95,ACN,sell,733,425,Abort
17,tsla,buy,201,5121,Success
51,HDFC BANK,sell,1932,2392,Success
38,TATA MOTORS,buy,1561,4382,Abort
13,ITC,buy,1603,314,Success
99,AAPL,buy,1127,3832,Success
66,ITC,buy,1726,659,Success
31,SBIN,sell,582,8542,Abort
22,RELIANCE,sell,1269,4607,Abort
20,SBIN,sell,78,6067,Abort
25,TATA MOTORS,buy,1810,911,Abort
85,MSFT,sell,1448,7132,Abort
74,RELIANCE,buy,156,9891,Abort
7,AAPL,sell,1174,7817,Abort
100,ACN,buy,1068,2700,Abort
61,tsla,sell,2455,5924,Success
15,RELIANCE,sell,1082,782,Abort
81,AAPL,buy,798,694,Abort
1,ITC,buy,2009,4039,Success
77,TATA MOTORS,buy,991,2308,Success
52,RELIANCE,buy,504,815,Success
46,tsla,buy,836,7804,Success
7,AAPL,sell,28,9011,Abort
1,AAPL,sell,279,1640,Abort
45,AMZN,sell,1634,71,Success
62,ITC,sell,1868,3592,Abort
17,SBIN,buy,2322,4470,Success
58,MSFT,buy,1722,3984,Success
65,ITC,sell,2108,7054,Abort
54,MSFT,buy,2140,3087,Abort
7,ITC,buy,694,314,Success
62,AAPL,sell,249,4132,Abort
15,HDFC BANK,sell,1800,7084,Abort
100,tsla,buy,1273,1447,Success
57,ITC,buy,353,1460,Success
75,tsla,buy,665,502,Success
75,SBIN,buy,2150,72,Abort
95,SBIN,sell,838,4466,Success
79,ACN,buy,250,1019,Success
56,HDFC BANK,buy,1255,1062,Abort
43,MSFT,sell,1455,4453,Abort
70,AAPL,buy,2012,5082,Abort
76,AAPL,buy,836,7098,Success
37,ITC,sell,1331,6956,Success
73,tsla,buy,1155,6081,Success
43,AAPL,sell,1161,2261,Success
88,AMZN,sell,942,8628,Abort
69,MSFT,buy,207,6764,Abort
35,TATA MOTORS,buy,1348,2558,Abort
89,ACN,buy,2308,1870,Abort
23,HDFC BANK,sell,988,7069,Abort
90,AMZN,sell,583,6847,Abort
37,AAPL,buy,1816,7384,Success
91,ACN,buy,1136,1390,Abort
79,SBIN,sell,451,4500,Success
32,RELIANCE,buy,67,6324,Success
4,ITC,sell,543,194,Abort
100,SBIN,sell,681,2567,Success
87,ITC,sell,551,273,Abort
68,RELIANCE,sell,42,6814,Success
95,MSFT,buy,2236,933,Success
4,AMZN,buy,2130,9058,Abort
61,SBIN,sell,1330,1195,Abort
43,AAPL,sell,1857,308,Abort
82,TATA MOTORS,sell,142,476,Abort
0,TATA MOTORS,sell,2167,8418,Abort
12,MSFT,sell,342,2889,Abort
72,tsla,sell,852,448,Success
65,ITC,buy,2329,187,Success
3,ITC,buy,1447,9891,Abort
60,ITC,buy,847,2007,Success
80,RELIANCE,buy,1858,5829,Abort
65,AMZN,buy,2065,7352,Success
51,RELIANCE,buy,1965,3029,Abort
66,AAPL,sell,540,1941,Abort
14,ACN,buy,518,5380,Abort
13,SBIN,sell,2162,5131,Abort
89,SBIN,sell,1655,3146,Abort
65,SBIN,buy,2398,7020,Abort
72,RELIANCE,sell,261,8993,Abort
66,RELIANCE,buy,1644,7682,Abort
23,SBIN,sell,170,3822,Abort
64,ACN,sell,2455,2656,Success
99,ACN,sell,556,9442,Abort
74,ACN,buy,960,5133,Abort
97,TATA MOTORS,sell,468,7468,Abort
38,AAPL,buy,2324,1022,Abort
69,MSFT,sell,26,3053,Success
0,RELIANCE,buy,224,3597,Abort
29,TATA MOTORS,sell,1433,8889,Success
43,AMZN,buy,42,5434,Success
59,TATA MOTORS,buy,1253,57,Abort
86,HDFC BANK,sell,536,9689,Abort
0,RELIANCE,sell,2358,8308,Success
25,SBIN,sell,795,7842,Abort
49,MSFT,sell,2201,7785,Success
64,AAPL,buy,1597,560,Success
97,MSFT,buy,778,3440,Abort
1,tsla,buy,2364,6951,Success
36,RELIANCE,sell,2236,2221,Abort
8,MSFT,sell,1903,2532,Success
33,MSFT,buy,739,2245,Abort
25,ACN,sell,585,7124,Abort
40,HDFC BANK,buy,1460,5417,Success
57,tsla,sell,995,5908,Abort
22,tsla,sell,1765,960,Success
80,RELIANCE,buy,870,526,Abort
23,ACN,sell,128,681,Success
39,ACN,sell,1307,3239,Success
64,AMZN,sell,1836,3884,Abort
57,tsla,buy,2453,7091,Success
77,TATA MOTORS,sell,547,7037,Success
1,RELIANCE,buy,340,3000,Success
61,TATA MOTORS,sell,844,4638,Success
9,MSFT,sell,62,628,Success
27,AMZN,buy,2020,77,Abort
12,MSFT,sell,1919,2453,Abort
95,tsla,sell,1666,384,Abort
90,AAPL,sell,891,9598,Abort
66,ACN,sell,2475,5701,Abort
97,TATA MOTORS,buy,1072,5495,Abort
11,SBIN,sell,1561,3516,Success
7,RELIANCE,sell,473,6933,Abort
18,TATA MOTORS,buy,1068,9075,Abort
7,RELIANCE,sell,2474,4595,Success
9,SBIN,sell,2210,7873,Abort
77,ACN,buy,1448,1809,Success
96,ITC,buy,1676,318,Success
69,ACN,sell,784,7637,Success
23,tsla,buy,2439,8315,Abort
34,TATA MOTORS,buy,105,2479,Abort
94,TATA MOTORS,buy,351,3257,Success
24,MSFT,sell,1569,3900,Success
40,TATA MOTORS,sell,650,5845,Success
38,MSFT,sell,975,9333,Success
43,ACN,sell,313,5742,Abort
70,ITC,sell,2369,4713,Success
4,AAPL,buy,2236,2572,Success
94,RELIANCE,buy,589,832,Success
15,SBIN,buy,1368,1071,Success
84,tsla,buy,1384,8243,Abort
91,ACN,sell,339,3293,Success
57,RELIANCE,sell,1920,6817,Success
37,AAPL,buy,1093,4282,Abort
56,tsla,buy,2013,9034,Success
53,RELIANCE,buy,1342,3111,Success
10,HDFC BANK,sell,1860,7931,Abort
78,AAPL,sell,845,9067,Abort
88,HDFC BANK,sell,2088,6230,Abort
75,RELIANCE,buy,2322,2726,Success
24,ACN,sell,2038,9407,Abort
9,tsla,sell,276,2822,Abort
20,AMZN,buy,2190,6716,Abort
86,RELIANCE,buy,575,5968,Success
31,ITC,sell,1549,3095,Success
42,AMZN,buy,2105,596,Abort
2,TATA MOTORS,buy,664,1984,Abort
16,HDFC BANK,buy,1111,6359,Abort
92,tsla,buy,671,1766,Success
4,TATA MOTORS,buy,2110,1518,Success
13,AMZN,buy,994,9505,Success
99,tsla,sell,1122,1857,Abort
16,HDFC BANK,sell,362,3880,Success
0,RELIANCE,buy,2302,2612,Success
2,AAPL,sell,392,3157,Abort
54,tsla,sell,955,9754,Success
82,HDFC BANK,buy,404,8158,Abort
83,RELIANCE,buy,1023,8392,Success
4,AAPL,buy,1492,7593,Abort
7,ACN,buy,1870,6435,Abort
53,TATA MOTORS,buy,2196,830,Abort
9,TATA MOTORS,sell,1700,6970,Success
42,tsla,sell,2283,6960,Abort
18,MSFT,buy,1415,7773,Success
96,SBIN,sell,347,84,Abort
74,RELIANCE,sell,206,5303,Abort
39,AMZN,sell,2404,7523,Abort
37,AMZN,buy,379,910,Success
50,ITC,buy,270,5926,Success
47,RELIANCE,sell,1309,9727,Success
86,AAPL,buy,2179,9097,Success
9,TATA MOTORS,sell,938,7893,Success
85,AAPL,sell,2252,4693,Success
31,HDFC BANK,buy,457,9581,Abort
40,TATA MOTORS,sell,1303,946,Success
88,HDFC BANK,sell,1235,6849,Abort
69,ITC,sell,428,789,Abort
52,AAPL,sell,87,4303,Success
60,AAPL,buy,2251,753,Abort
40,TATA MOTORS,buy,2189,6068,Abort
22,AMZN,sell,776,995,Success
28,ITC,sell,455,7421,Abort
94,TATA MOTORS,buy,1625,8512,Abort
41,AMZN,buy,581,1674,Success
28,TATA MOTORS,sell,501,8527,Abort
75,tsla,sell,474,3134,Abort
71,SBIN,buy,711,8393,Abort
97,RELIANCE,buy,431,9762,Success
29,HDFC BANK,sell,1548,6887,Success
62,ITC,sell,2233,2848,Abort
86,AAPL,sell,2241,4858,Abort
49,SBIN,buy,495,8169,Abort
37,HDFC BANK,buy,1855,5637,Success
10,AMZN,sell,1013,3234,Success
43,AMZN,sell,911,2199,Abort
46,ACN,buy,1124,3632,Success
12,SBIN,buy,920,3743,Abort
2,AAPL,buy,636,8091,Success
29,SBIN,buy,810,8285,Success
70,AAPL,sell,2044,4762,Success
17,AMZN,buy,1951,7300,Abort
51,TATA MOTORS,buy,2293,153,Success
20,TATA MOTORS,buy,1150,6537,Success
74,HDFC BANK,buy,604,2173,Abort
44,SBIN,buy,1017,2064,Abort
37,AAPL,sell,431,270,Success
32,AMZN,sell,2178,1787,Abort
73,HDFC BANK,sell,730,9824,Abort
47,SBIN,buy,1623,2679,Success
18,HDFC BANK,buy,2479,5549,Abort
91,TATA MOTORS,sell,1376,9410,Abort
64,TATA MOTORS,buy,969,5222,Abort
64,RELIANCE,sell,1440,4391,Abort
71,MSFT,buy,2429,8565,Abort
60,ITC,buy,609,8809,Success
95,AMZN,sell,540,6643,Abort
87,ITC,buy,859,3913,Success
11,RELIANCE,sell,1160,3689,Abort
72,AAPL,sell,581,4272,Success
2,ACN,sell,528,615,Success
20,ITC,buy,1306,9774,Success
17,RELIANCE,buy,2288,8466,Abort
35,AMZN,buy,2009,361,Abort
78,ITC,sell,444,2618,Abort
39,ACN,sell,1804,4814,Success
34,ITC,sell,289,1136,Success
19,ACN,sell,1102,9957,Success
43,RELIANCE,sell,986,9014,Abort
28,ACN,buy,410,5061,Abort
46,tsla,buy,758,6226,Abort
41,MSFT,sell,14,6616,Success
40,SBIN,buy,1992,8726,Abort
82,ACN,buy,273,3506,Abort
45,RELIANCE,sell,948,5404,Success
3,AAPL,sell,1121,4037,Success
72,RELIANCE,sell,174,6725,Abort
74,MSFT,buy,741,7695,Abort
24,HDFC BANK,buy,1640,51,Success
57,TATA MOTORS,sell,2059,152,Abort
36,ACN,buy,1837,3947,Success
40,ITC,sell,1956,4427,Abort
83,SBIN,buy,2202,7239,Abort
95,RELIANCE,sell,1561,3475,Abort
48,tsla,sell,1514,142,Abort
31,TATA MOTORS,buy,2123,5766,Success
9,TATA MOTORS,sell,1227,2118,Success
88,tsla,buy,1816,3596,Abort
53,tsla,sell,364,9036,Abort
28,AMZN,sell,2169,4657,Abort
6,TATA MOTORS,sell,773,1339,Abort
28,TATA MOTORS,buy,1176,8942,Abort
48,SBIN,sell,1543,8040,Abort
26,RELIANCE,buy,710,9287,Abort
37,TATA MOTORS,buy,405,6999,Success
44,ACN,sell,1615,8694,Success
94,RELIANCE,sell,238,5930,Abort
31,MSFT,buy,290,9373,Success
28,ITC,buy,282,735,Success
82,MSFT,sell,1056,6868,Abort
70,AMZN,sell,1662,6425,Success
17,ACN,sell,1571,8671,Success
65,AMZN,sell,734,1010,Abort
3,MSFT,sell,1211,384,Success
97,MSFT,sell,1093,6319,Abort
59,AAPL,buy,195,1776,Success
48,MSFT,sell,1351,65,Abort
14,TATA MOTORS,sell,2304,4336,Success
53,tsla,sell,434,147,Success
16,MSFT,sell,1683,4623,Abort
5,AAPL,buy,743,7517,Success
26,AMZN,sell,1575,1274,Abort
37,MSFT,buy,1609,5643,Success
37,TATA MOTORS,buy,455,1842,Success
78,ACN,buy,1271,2159,Abort
34,HDFC BANK,buy,654,2287,Success
60,RELIANCE,sell,127,7326,Abort
26,tsla,sell,1989,4949,Abort
17,ACN,sell,1155,4006,Abort
49,TATA MOTORS,sell,2496,2178,Success
74,HDFC BANK,sell,226,6646,Success
70,HDFC BANK,buy,492,9900,Abort
81,AMZN,sell,1988,3469,Abort
23,ITC,sell,1723,1570,Abort
64,MSFT,sell,1298,1366,Success
29,SBIN,buy,2348,3213,Success
90,AAPL,buy,338,4476,Success
40,AMZN,buy,233,2637,Abort
70,TATA MOTORS,sell,747,7982,Success
40,tsla,sell,1474,9173,Success
94,RELIANCE,buy,190,3010,Abort
89,ACN,buy,747,7012,Success
1,AAPL,buy,1629,4608,Abort
81,TATA MOTORS,sell,582,3923,Success
76,ACN,sell,1193,3637,Abort
25,SBIN,buy,1434,7145,Success
66,MSFT,sell,1611,2644,Success
90,HDFC BANK,buy,715,2412,Abort
61,AMZN,sell,699,9938,Success
79,ITC,buy,425,4629,Success
38,MSFT,sell,277,262,Success
58,HDFC BANK,sell,1876,9661,Abort
29,AAPL,sell,773,6825,Abort
79,AAPL,buy,2168,1998,Abort
21,ACN,sell,34,1171,Abort
20,TATA MOTORS,sell,780,7986,Abort
52,RELIANCE,sell,1976,4998,Abort
6,RELIANCE,sell,739,6504,Success
90,ITC,sell,1496,5921,Abort
14,ACN,sell,2325,4990,Success
85,AAPL,buy,1325,1338,Abort
86,HDFC BANK,sell,695,7267,Abort
7,TATA MOTORS,sell,2277,4969,Success
89,AAPL,buy,2113,508,Success
99,HDFC BANK,buy,2433,113,Success
63,AMZN,sell,1919,9114,Abort
64,AAPL,buy,1300,5161,Success
87,ITC,sell,303,1811,Abort
36,tsla,sell,1567,3530,Abort
65,AMZN,sell,304,9868,Success
78,ITC,buy,1368,4403,Success
19,AAPL,sell,380,9926,Success
6,HDFC BANK,buy,1322,2079,Abort
20,AMZN,buy,1850,9362,Success
51,ACN,sell,844,923,Abort
13,AAPL,sell,1946,1890,Success
73,ACN,buy,1896,7523,Success
72,SBIN,sell,965,1627,Success
78,HDFC BANK,buy,886,6617,Abort
4,AMZN,sell,2281,5945,Success
92,ITC,buy,466,4756,Success
30,AAPL,buy,1628,3713,Success
38,HDFC BANK,sell,370,6587,Success
99,RELIANCE,buy,2043,937,Success
4,SBIN,buy,2316,9675,Abort
51,ITC,buy,1019,7894,Success
40,ACN,sell,1202,8515,Abort
31,tsla,buy,1155,620,Success
91,AAPL,sell,569,4775,Abort
18,tsla,sell,565,5250,Success
77,AAPL,buy,2391,9554,Abort
92,ACN,sell,1471,9360,Success
39,AMZN,sell,1820,4331,Success
78,AAPL,buy,161,2228,Success
18,SBIN,buy,1833,9423,Abort
92,tsla,buy,1000,5928,Abort
91,ACN,sell,854,5929,Success
55,AAPL,sell,1854,4005,Success
64,AMZN,buy,420,1898,Success
10,TATA MOTORS,buy,45,5110,Success
60,ACN,sell,466,5571,Abort
43,AMZN,sell,2466,706,Abort
4,tsla,buy,1195,8708,Success
18,HDFC BANK,sell,286,545,Abort
40,RELIANCE,buy,778,7283,Success
48,ACN,buy,173,4931,Abort
88,MSFT,sell,1918,3421,Success
82,AAPL,buy,941,2716,Abort
50,AMZN,buy,417,430,Abort
33,AMZN,sell,761,2498,Success
83,ACN,buy,2487,3291,Abort
2,TATA MOTORS,sell,1722,384,Success
77,tsla,buy,82,9824,Abort
94,tsla,sell,2424,9149,Abort
79,HDFC BANK,buy,1830,2508,Abort
27,AMZN,buy,522,4656,Abort
18,ACN,buy,2192,7733,Success
49,tsla,buy,959,596,Abort
72,ITC,buy,2000,9901,Abort
46,AMZN,sell,1781,8963,Success
37,AAPL,buy,908,6820,Abort
50,RELIANCE,sell,466,3171,Abort
25,TATA MOTORS,sell,321,8805,Abort
60,AMZN,buy,2229,9198,Success
72,ACN,buy,2364,8690,Abort
19,tsla,buy,286,7988,Success
1,tsla,sell,1026,7626,Abort
86,RELIANCE,sell,1190,1880,Success
79,SBIN,buy,778,2678,Success
81,TATA MOTORS,buy,1929,864,Success
3,ITC,buy,1062,3790,Abort
31,AAPL,sell,875,108,Abort
85,AAPL,buy,1455,3014,Abort
55,SBIN,buy,489,4721,Abort
78,SBIN,sell,190,4719,Abort
55,ACN,sell,169,101,Abort
87,HDFC BANK,buy,111,5557,Success
9,HDFC BANK,sell,551,3836,Success
61,MSFT,sell,1299,3170,Abort
91,SBIN,buy,1009,2767,Success
23,HDFC BANK,buy,800,6450,Abort
100,TATA MOTORS,buy,2375,9856,Success
80,ITC,buy,2407,5785,Success
18,SBIN,buy,2152,8168,Success
1,MSFT,buy,599,8679,Success
47,tsla,buy,2095,4602,Success
20,SBIN,sell,2398,7220,Success
89,ITC,buy,683,2740,Success
63,SBIN,sell,2110,4658,Success
20,MSFT,buy,401,4666,Abort
49,TATA MOTORS,sell,766,3727,Abort
44,AMZN,sell,2262,1432,Abort
13,AMZN,sell,658,5093,Success
36,MSFT,sell,2275,7685,Success
36,TATA MOTORS,buy,2195,3238,Abort
98,tsla,sell,1801,423,Abort
55,AAPL,sell,1002,7730,Success
89,HDFC BANK,buy,1022,632,Abort
11,TATA MOTORS,sell,2484,1429,Abort
52,RELIANCE,buy,1735,7072,Success
92,SBIN,buy,1700,1098,Success
62,TATA MOTORS,sell,289,3945,Success
70,AAPL,sell,344,5211,Success
79,MSFT,sell,848,7735,Success
100,MSFT,buy,704,1357,Abort
7,AAPL,sell,1157,8427,Abort
87,MSFT,buy,352,8443,Success
90,TATA MOTORS,sell,2112,5267,Abort
82,AAPL,sell,1500,3410,Success
76,HDFC BANK,buy,1799,2637,Success
23,HDFC BANK,buy,425,6283,Success
60,ACN,sell,1205,1785,Success
53,AMZN,buy,2245,8570,Abort
31,TATA MOTORS,buy,392,2435,Abort
31,HDFC BANK,buy,218,7710,Abort
96,TATA MOTORS,sell,413,3766,Success
21,MSFT,sell,871,4979,Abort
100,TATA MOTORS,buy,123,6752,Success
81,RELIANCE,buy,107,8235,Abort
60,SBIN,sell,859,9644,Success
51,ITC,sell,2349,8330,Abort
25,ACN,buy,754,5187,Success
74,ACN,sell,956,6741,Abort
84,AMZN,buy,1525,2257,Success
45,MSFT,sell,2439,4270,Abort
32,ITC,buy,1766,6285,Success
18,AAPL,sell,532,3573,Success
32,MSFT,buy,1697,826,Success
67,RELIANCE,buy,257,4508,Success
19,MSFT,sell,303,8109,Success
79,AMZN,sell,518,9087,Abort
15,SBIN,buy,1615,785,Success
95,AAPL,sell,254,3286,Success
35,MSFT,buy,225,4338,Abort
17,AAPL,buy,1250,4775,Abort
47,ACN,sell,1679,438,Success
76,HDFC BANK,sell,2271,1456,Success
6,SBIN,buy,1734,2236,Abort
4,ACN,buy,1895,597,Abort
97,HDFC BANK,buy,1243,7424,Abort
19,HDFC BANK,sell,1435,9200,Abort
28,tsla,sell,1622,1444,Success
49,AAPL,buy,1904,6245,Success
93,RELIANCE,buy,1106,86,Success
65,TATA MOTORS,sell,282,606,Abort
28,TATA MOTORS,sell,2316,4459,Abort
93,AMZN,buy,239,5243,Abort
61,ACN,sell,1973,429,Success
88,HDFC BANK,sell,1219,4775,Abort
60,HDFC BANK,sell,1096,2789,Success
58,ACN,sell,1941,3373,Success
22,TATA MOTORS,buy,1761,9843,Abort
46,RELIANCE,sell,434,3175,Success
7,AMZN,buy,1356,4667,Abort
43,ACN,buy,2330,6465,Success
72,ITC,sell,240,9074,Abort
81,TATA MOTORS,buy,23,2010,Abort
86,RELIANCE,sell,1051,3538,Abort
17,SBIN,buy,2083,4015,Abort
11,AAPL,buy,167,7477,Success
11,AMZN,buy,814,4046,Abort
75,tsla,buy,1458,7927,Success
33,ITC,sell,2259,7732,Success
18,tsla,buy,2159,9644,Success
4,MSFT,buy,1363,4867,Success
26,SBIN,buy,119,7021,Abort
92,AMZN,sell,1328,7513,Success
68,ITC,sell,1181,8851,Success
94,tsla,sell,1807,1701,Abort
30,HDFC BANK,sell,2359,7517,Abort
7,AMZN,sell,1923,8391,Abort
34,AMZN,buy,634,9762,Abort
84,ITC,buy,1870,5459,Success
29,MSFT,buy,1527,1121,Success
59,SBIN,buy,702,5987,Abort
48,TATA MOTORS,sell,735,5718,Abort
72,ACN,buy,420,9281,Abort
7,tsla,sell,1041,3239,Abort
25,tsla,buy,226,9260,Success
91,AMZN,buy,879,7597,Abort
66,ITC,sell,2105,8738,Success
12,AMZN,sell,2160,7319,Success
49,tsla,buy,44,2934,Success
27,MSFT,buy,1403,4792,Success
76,AAPL,buy,2288,2093,Abort
72,AAPL,sell,1882,342,Abort
73,ITC,buy,2125,3171,Success
35,SBIN,sell,742,77,Abort
14,RELIANCE,sell,1968,1089,Abort
14,TATA MOTORS,sell,1015,8341,Success
35,ACN,sell,1549,4331,Abort
74,tsla,buy,2108,3872,Success
41,TATA MOTORS,sell,193,5558,Abort
16,HDFC BANK,buy,649,3962,Success
27,MSFT,sell,1373,5210,Abort
94,AAPL,sell,1970,5298,Abort
15,AAPL,buy,1943,7125,Success
18,ACN,buy,849,8165,Abort
48,AMZN,buy,1339,7147,Success
85,HDFC BANK,buy,673,9528,Success
63,RELIANCE,sell,202,196,Success
99,tsla,sell,980,4136,Abort
2,SBIN,buy,592,8194,Abort
15,HDFC BANK,sell,1240,4582,Abort
61,ITC,buy,1412,823,Abort
90,ACN,sell,1759,482,Success
41,AMZN,buy,282,166,Success
15,RELIANCE,sell,483,1804,Abort
97,tsla,sell,1843,6845,Success
70,ITC,buy,2221,6078,Abort
27,AAPL,sell,32,7704,Abort
89,HDFC BANK,buy,2146,8190,Success
58,RELIANCE,sell,308,4384,Abort
83,AMZN,buy,419,9811,Success
74,ITC,buy,346,2020,Success
76,HDFC BANK,buy,23,179,Abort
59,AAPL,sell,942,8834,Abort
47,HDFC BANK,buy,2278,1275,Abort
12,HDFC BANK,sell,1210,2112,Success
94,tsla,sell,1960,874,Success
9,MSFT,buy,339,1623,Abort
70,SBIN,buy,1239,1263,Success
51,TATA MOTORS,buy,220,2073,Success
25,ACN,sell,1512,6890,Success
79,ITC,sell,1409,4627,Abort
78,HDFC BANK,sell,1775,3757,Success
59,MSFT,sell,1696,2448,Abort
32,ACN,buy,1844,1140,Abort
19,TATA MOTORS,buy,2052,9228,Success
26,SBIN,sell,723,2278,Success
78,ACN,buy,1440,8169,Abort
21,RELIANCE,buy,2410,1759,Success
42,AMZN,buy,2261,6880,Abort
47,TATA MOTORS,buy,766,7266,Success
43,TATA MOTORS,sell,2276,7319,Abort
85,MSFT,sell,1816,348,Success
