RELIANCE,824
AMZN,2250
AAPL,1850
tsla,558
ACN,1531
ACN,920
RELIANCE,2072
ACN,2258
ITC,2323
MSFT,580
ACN,2418
AMZN,108
tsla,895
tsla,1567
SBIN,2258
TATA MOTORS,1868
AMZN,1134
HDFC BANK,1387
MSFT,319
ACN,1368
MSFT,2172
MSFT,2223
HDFC BANK,407
ACN,1280
AAPL,199
HDFC BANK,663
AAPL,1296
HDFC BANK,217
AAPL,933
SBIN,1400
RELIANCE,1462
AMZN,1180
MSFT,1352
tsla,2404
RELIANCE,25
ACN,1677
AAPL,2219
ITC,2046
RELIANCE,847
TATA MOTORS,1308
TATA MOTORS,1282
AMZN,1913
ITC,2405
TATA MOTORS,868
AAPL,2468
ITC,2097
TATA MOTORS,1613
AMZN,64
MSFT,2172
RELIANCE,1399
ITC,432
TATA MOTORS,1580
AAPL,1717
AAPL,491
ITC,2271
RELIANCE,2398
ACN,815
AMZN,1723
ITC,750
MSFT,1308
AMZN,2400
AAPL,2410
SBIN,1477
AMZN,2275
tsla,2390
tsla,1474
SBIN,797
tsla,1413
RELIANCE,971
AAPL,39
AAPL,855
tsla,876
AAPL,240
ITC,2157
AAPL,1146
tsla,1230
tsla,1077
ACN,2475
tsla,2218
SBIN,1881
SBIN,280
ITC,736
AAPL,393
RELIANCE,2319
RELIANCE,2084
TATA MOTORS,1213
AAPL,427
ACN,44
AAPL,1412
tsla,766
HDFC BANK,1277
ITC,1653
RELIANCE,1654
SBIN,2267
AMZN,596
AMZN,1769
SBIN,608
ACN,905
ITC,1843
SBIN,2448
ACN,1143
ITC,1343
RELIANCE,987
ACN,1541
AAPL,1431
AAPL,2001
ACN,334
TATA MOTORS,1435
ITC,88
RELIANCE,690
ACN,254
ACN,330
tsla,2283
TATA MOTORS,1560
TATA MOTORS,103
HDFC BANK,1271
AAPL,994
RELIANCE,1457
tsla,323
ACN,2327
HDFC BANK,583
HDFC BANK,1787
AMZN,796
TATA MOTORS,1893
TATA MOTORS,725
AAPL,279
AAPL,1176
ACN,1231
HDFC BANK,1621
SBIN,10
SBIN,2029
ACN,2020
tsla,2175
RELIANCE,1310
AAPL,1253
HDFC BANK,2270
HDFC BANK,917
SBIN,182
AAPL,841
HDFC BANK,2073
HDFC BANK,57
AMZN,42
TATA MOTORS,2241
AAPL,1343
ITC,1214
tsla,1761
RELIANCE,1626
MSFT,2269
ACN,1963
ACN,30
AAPL,2010
AAPL,2372
RELIANCE,461
HDFC BANK,2182
AMZN,2370
AAPL,2122
ACN,1059
HDFC BANK,1414
ACN,1912
SBIN,1768
AAPL,1965
HDFC BANK,1668
tsla,863
AAPL,120
MSFT,1536
RELIANCE,2378
MSFT,2235
AMZN,1126
SBIN,528
AMZN,1670
AAPL,2170
SBIN,2295
tsla,689
ACN,2350
TATA MOTORS,2035
RELIANCE,2005
AAPL,725
TATA MOTORS,646
AAPL,1152
AMZN,1011
RELIANCE,1274
TATA MOTORS,678
AMZN,2097
tsla,1482
ACN,1185
AMZN,943
ACN,1184
ACN,94
tsla,480
MSFT,2027
HDFC BANK,2289
HDFC BANK,2237
AAPL,1040
ITC,544
AAPL,443
RELIANCE,188
TATA MOTORS,1676
AAPL,2290
AMZN,2046
SBIN,958
RELIANCE,2320
ACN,901
ITC,1914
MSFT,506
tsla,284
ACN,1175
MSFT,244
TATA MOTORS,1247
MSFT,2063
HDFC BANK,2138
ITC,934
AMZN,744
RELIANCE,2410
MSFT,307
tsla,689
MSFT,2355
AMZN,352
AAPL,1853
ITC,1467
ITC,1909
AAPL,126
RELIANCE,544
HDFC BANK,2032
HDFC BANK,2442
AMZN,557
HDFC BANK,1259
SBIN,2417
HDFC BANK,2331
AMZN,1981
HDFC BANK,2282
MSFT,778
RELIANCE,121
AMZN,539
MSFT,2446
tsla,194
AMZN,69
SBIN,188
AAPL,2482
HDFC BANK,1189
ITC,543
AAPL,1027
HDFC BANK,505
ITC,1254
TATA MOTORS,482
HDFC BANK,527
SBIN,2166
MSFT,846
MSFT,2299
AMZN,2453
TATA MOTORS,1712
MSFT,972
ACN,253
tsla,1414
TATA MOTORS,661
SBIN,561
RELIANCE,1337
AAPL,1498
SBIN,1628
HDFC BANK,2444
SBIN,1528
SBIN,732
ITC,302
MSFT,2447
ITC,666
RELIANCE,1051
ACN,1746
RELIANCE,1618
SBIN,15
TATA MOTORS,1750
ACN,384
SBIN,2375
AAPL,2120
AMZN,2398
AAPL,1026
MSFT,2372
SBIN,704
AMZN,1883
ACN,1573
AMZN,542
SBIN,1417
RELIANCE,858
ACN,1017
tsla,414
TATA MOTORS,57
TATA MOTORS,496
AAPL,2063
RELIANCE,1439
MSFT,226
HDFC BANK,1075
tsla,844
ITC,2127
ITC,811
AMZN,2039
ITC,1695
MSFT,1971
HDFC BANK,1551
AMZN,817
AMZN,788
TATA MOTORS,2248
TATA MOTORS,742
AMZN,783
SBIN,312
HDFC BANK,1428
MSFT,2168
MSFT,1923
AMZN,727
tsla,1483
RELIANCE,1555
AAPL,821
HDFC BANK,1592
AMZN,2110
MSFT,822
tsla,2229
tsla,2172
HDFC BANK,428
MSFT,1726
SBIN,198
TATA MOTORS,1124
SBIN,1840
RELIANCE,969
TATA MOTORS,2168
RELIANCE,181
ITC,983
TATA MOTORS,1983
MSFT,327
RELIANCE,2427
TATA MOTORS,2096
MSFT,1844
SBIN,2335
MSFT,1322
AMZN,1539
AAPL,2217
AAPL,1996
tsla,2240
HDFC BANK,550
TATA MOTORS,1529
AAPL,742
tsla,1563
AMZN,2158
AAPL,1056
ITC,1691
ITC,1255
ITC,1708
AMZN,831
SBIN,1013
MSFT,208
TATA MOTORS,1022
ACN,1848
HDFC BANK,1981
ITC,1594
tsla,1986
ACN,1694
AMZN,297
tsla,1203
ACN,882
SBIN,1331
TATA MOTORS,2248
ACN,2275
AAPL,368
MSFT,1421
AMZN,602
AAPL,567
TATA MOTORS,1789
MSFT,2186
AMZN,971
ITC,1390
HDFC BANK,969
AAPL,1405
RELIANCE,2348
tsla,1136
MSFT,1315
AAPL,797
SBIN,831
SBIN,1257
ACN,1254
ACN,1677
AMZN,1362
AMZN,951
RELIANCE,1032
MSFT,1374
tsla,408
ACN,325
tsla,2109
TATA MOTORS,2486
MSFT,550
MSFT,1471
AMZN,518
AAPL,306
tsla,1178
ITC,533
RELIANCE,1069
AMZN,1671
tsla,50
AMZN,1902
RELIANCE,107
HDFC BANK,1867
ACN,1097
MSFT,1412
tsla,2404
HDFC BANK,1566
HDFC BANK,2054
MSFT,885
SBIN,1154
TATA MOTORS,1645
SBIN,998
SBIN,2162
TATA MOTORS,392
tsla,1712
TATA MOTORS,1608
AMZN,1761
ITC,72
SBIN,1336
ACN,67
ACN,455
AAPL,1901
ACN,1101
RELIANCE,2061
MSFT,235
ACN,2342
ACN,1240
tsla,1628
AAPL,1706
SBIN,2188
tsla,1202
RELIANCE,1514
tsla,588
TATA MOTORS,346
TATA MOTORS,1656
TATA MOTORS,537
ACN,113
TATA MOTORS,18
tsla,1049
RELIANCE,1430
SBIN,1795
HDFC BANK,1124
AAPL,1954
SBIN,837
TATA MOTORS,112
AAPL,938
HDFC BANK,603
HDFC BANK,1209
MSFT,2215
TATA MOTORS,484
AAPL,1050
MSFT,47
MSFT,2121
TATA MOTORS,2465
MSFT,1155
SBIN,2453
ACN,1639
AMZN,2040
HDFC BANK,554
ITC,1232
AAPL,1236
ACN,2366
ITC,1539
TATA MOTORS,1688
AMZN,1943
MSFT,80
AAPL,1835
tsla,1669
HDFC BANK,138
AMZN,1341
AMZN,1361
MSFT,259
TATA MOTORS,109
ITC,2369
ACN,759
SBIN,1821
AMZN,10
TATA MOTORS,1341
AMZN,34
SBIN,200
TATA MOTORS,2316
ITC,1798
AAPL,1314
RELIANCE,887
ACN,670
MSFT,778
AMZN,347
tsla,2290
SBIN,440
AMZN,460
AAPL,1946
HDFC BANK,177
MSFT,1182
RELIANCE,350
ACN,337
MSFT,67
MSFT,2075
TATA MOTORS,38
TATA MOTORS,773
SBIN,556
SBIN,2190
SBIN,773
RELIANCE,2183
tsla,992
RELIANCE,507
AAPL,2187
AAPL,975
RELIANCE,221
MSFT,1244
HDFC BANK,1132
SBIN,1917
tsla,1144
RELIANCE,696
TATA MOTORS,190
TATA MOTORS,118
ITC,1526
SBIN,2334
ITC,1624
MSFT,1141
SBIN,2029
AAPL,185
AAPL,575
ITC,2111
ACN,663
MSFT,935
ITC,1933
ACN,2064
TATA MOTORS,897
RELIANCE,1068
RELIANCE,1064
RELIANCE,625
ITC,1375
MSFT,735
MSFT,1492
MSFT,2076
ACN,710
AAPL,1835
AMZN,977
AAPL,119
HDFC BANK,1534
ACN,889
ACN,375
TATA MOTORS,1599
SBIN,1096
tsla,311
MSFT,413
AAPL,833
RELIANCE,1258
TATA MOTORS,2470
ACN,2075
AAPL,1491
TATA MOTORS,1476
ITC,1435
MSFT,1943
AMZN,1429
TATA MOTORS,1364
tsla,418
tsla,1937
ITC,1236
tsla,149
ITC,1185
MSFT,1075
SBIN,540
MSFT,896
HDFC BANK,2179
HDFC BANK,2434
AMZN,1678
AMZN,561
AMZN,302
ACN,1686
ITC,988
TATA MOTORS,2465
ACN,1893
RELIANCE,1616
ITC,1050
ACN,1045
RELIANCE,1657
AAPL,274
TATA MOTORS,436
HDFC BANK,1681
AMZN,1237
HDFC BANK,922
ACN,526
AAPL,1737
RELIANCE,2463
HDFC BANK,161
ITC,2174
ITC,1871
SBIN,789
ACN,1139
SBIN,586
SBIN,2444
RELIANCE,79
ITC,2002
ITC,2360
AMZN,416
TATA MOTORS,609
AMZN,241
RELIANCE,1911
AAPL,224
TATA MOTORS,165
TATA MOTORS,1784
MSFT,2386
ACN,364
TATA MOTORS,1301
MSFT,1854
RELIANCE,2073
ACN,374
HDFC BANK,973
HDFC BANK,76
AAPL,194
AAPL,1157
AAPL,1801
MSFT,634
SBIN,1757
SBIN,2175
HDFC BANK,2452
AAPL,1295
ITC,1725
TATA MOTORS,2150
tsla,147
SBIN,732
SBIN,1787
ITC,541
tsla,1486
HDFC BANK,1757
ACN,1336
ITC,219
AAPL,959
HDFC BANK,1197
SBIN,2182
SBIN,2353
HDFC BANK,1952
ITC,198
MSFT,2314
MSFT,171
ACN,939
ACN,1974
ITC,2014
SBIN,1305
tsla,927
AMZN,2068
HDFC BANK,1372
ACN,1758
HDFC BANK,1055
TATA MOTORS,1811
AMZN,1294
AAPL,2362
tsla,2203
MSFT,1366
RELIANCE,755
TATA MOTORS,1992
AAPL,1726
RELIANCE,1782
ITC,1158
ITC,2245
SBIN,946
SBIN,1175
AMZN,1805
ACN,1530
MSFT,2239
TATA MOTORS,710
RELIANCE,1095
HDFC BANK,2052
tsla,668
ITC,1763
TATA MOTORS,1175
ACN,1386
ITC,632
AAPL,1213
tsla,1957
RELIANCE,865
MSFT,1339
TATA MOTORS,2415
TATA MOTORS,948
RELIANCE,1227
TATA MOTORS,303
RELIANCE,151
tsla,1027
tsla,1529
AMZN,2333
SBIN,781
AAPL,1442
SBIN,472
SBIN,2116
AAPL,2182
RELIANCE,351
RELIANCE,2406
MSFT,1481
RELIANCE,972
RELIANCE,423
MSFT,972
ITC,736
RELIANCE,243
TATA MOTORS,2132
SBIN,1297
HDFC BANK,1472
RELIANCE,1697
MSFT,2470
TATA MOTORS,23
ACN,1398
TATA MOTORS,1601
ITC,2428
RELIANCE,326
MSFT,2371
RELIANCE,631
HDFC BANK,2294
TATA MOTORS,2421
AMZN,971
RELIANCE,873
RELIANCE,1844
AAPL,520
ITC,1486
SBIN,1290
ITC,675
ACN,389
MSFT,1948
AAPL,1102
AAPL,2061
AAPL,2340
SBIN,1820
TATA MOTORS,1198
ITC,1839
ITC,9
AMZN,697
SBIN,1772
AAPL,1889
RELIANCE,910
HDFC BANK,413
SBIN,33
TATA MOTORS,1023
RELIANCE,541
RELIANCE,1160
TATA MOTORS,2428
TATA MOTORS,1603
MSFT,2162
ITC,245
HDFC BANK,1533
AMZN,906
AMZN,280
ITC,320
TATA MOTORS,701
ITC,1834
TATA MOTORS,1244
ITC,2028
SBIN,447
RELIANCE,749
tsla,237
AMZN,1603
RELIANCE,935
SBIN,747
SBIN,1799
AMZN,2092
SBIN,693
tsla,1930
ITC,1900
SBIN,54
AMZN,2249
AMZN,748
TATA MOTORS,6
AMZN,107
AAPL,1072
SBIN,1157
AAPL,322
SBIN,439
ITC,2193
ITC,1004
TATA MOTORS,2014
AMZN,418
RELIANCE,2214
AMZN,78
AAPL,1254
ITC,2125
RELIANCE,2295
RELIANCE,1982
AMZN,1136
ITC,759
ITC,1052
MSFT,76
AMZN,1145
ITC,1918
AAPL,1763
tsla,801
MSFT,913
AMZN,2028
MSFT,1530
ITC,977
AMZN,1171
RELIANCE,1117
MSFT,546
tsla,1096
MSFT,445
tsla,452
ACN,356
AMZN,2415
TATA MOTORS,1610
SBIN,561
AMZN,550
HDFC BANK,1206
SBIN,626
AAPL,818
AAPL,1480
ITC,1624
ITC,290
HDFC BANK,2407
MSFT,1226
HDFC BANK,1878
ITC,102
HDFC BANK,2101
ITC,616
SBIN,1380
tsla,1339
HDFC BANK,2389
ACN,806
RELIANCE,2277
ACN,2149
ITC,1669
ITC,983
ACN,1876
RELIANCE,540
AMZN,1281
MSFT,1899
AAPL,528
HDFC BANK,1290
tsla,1832
RELIANCE,1598
RELIANCE,265
tsla,972
tsla,1862
MSFT,262
ACN,46
RELIANCE,800
MSFT,30
RELIANCE,1802
SBIN,1585
MSFT,254
RELIANCE,117
tsla,402
ACN,422
AMZN,2467
tsla,1326
ACN,800
AAPL,2409
ITC,586
TATA MOTORS,1871
tsla,1865
RELIANCE,1592
AAPL,2271
ACN,2064
HDFC BANK,965
RELIANCE,854
HDFC BANK,390
MSFT,1227
TATA MOTORS,2386
AAPL,45
TATA MOTORS,758
TATA MOTORS,823
SBIN,1154
SBIN,1779
ITC,1241
ITC,1897
SBIN,1664
tsla,809
AMZN,1862
HDFC BANK,494
tsla,1278
RELIANCE,917
tsla,1400
MSFT,333
ACN,2038
HDFC BANK,1515
RELIANCE,1452
SBIN,233
RELIANCE,1883
RELIANCE,1636
ACN,2150
AMZN,1782
RELIANCE,2294
AAPL,2214
HDFC BANK,1780
HDFC BANK,983
HDFC BANK,2492
tsla,651
AAPL,713
MSFT,624
tsla,860
MSFT,2257
HDFC BANK,668
tsla,878
MSFT,2459
MSFT,1373
RELIANCE,980
RELIANCE,1127
tsla,2113
MSFT,456
MSFT,1608
TATA MOTORS,1724
TATA MOTORS,582
TATA MOTORS,1200
HDFC BANK,830
AMZN,2485
AMZN,2116
MSFT,2281
MSFT,1096
SBIN,362
ITC,2205
AMZN,1452
ACN,2254
AMZN,1808
ACN,2439
RELIANCE,384
SBIN,1873
AAPL,1103
RELIANCE,138
AAPL,1238
tsla,571
ITC,1332
AMZN,904
ACN,2097
RELIANCE,901
MSFT,553
SBIN,501
MSFT,1477
TATA MOTORS,1426
ITC,1134
MSFT,436
tsla,302
RELIANCE,753
ITC,1002
TATA MOTORS,2409
TATA MOTORS,347
ACN,1923
SBIN,1053
AAPL,2319
AMZN,1258
RELIANCE,729
AMZN,1203
TATA MOTORS,128
SBIN,1383
ACN,2022
SBIN,606
AMZN,95
ITC,799
AAPL,1397
AMZN,730
TATA MOTORS,1466
ACN,519
TATA MOTORS,40
AAPL,613
HDFC BANK,295
RELIANCE,13
TATA MOTORS,1348
MSFT,1693
AAPL,1243
ACN,759
ACN,955
MSFT,323
SBIN,1376
SBIN,1734
TATA MOTORS,2383
ACN,1575
ACN,953
AAPL,797
AAPL,1317
ACN,1249
RELIANCE,2000
ACN,1597
TATA MOTORS,1917
ACN,894
tsla,972
AMZN,1285
AMZN,1933
MSFT,1499
AMZN,2449
MSFT,2333
tsla,1300
ACN,1986
AAPL,1515
MSFT,26
AAPL,2163
TATA MOTORS,1817
AAPL,444
AAPL,162
AAPL,1369
AMZN,154
SBIN,1113
tsla,2312
RELIANCE,2018
tsla,2118
RELIANCE,71
ACN,1916
ITC,1427
TATA MOTORS,874
RELIANCE,1325
TATA MOTORS,230
AMZN,837
HDFC BANK,2243
ACN,125
ITC,1779
tsla,427
MSFT,1917
SBIN,1492
HDFC BANK,2049
HDFC BANK,1283
AAPL,698
TATA MOTORS,565
ACN,1240
HDFC BANK,1587
TATA MOTORS,1530
ITC,2227
AAPL,627
AMZN,2421
tsla,111
AMZN,861
ITC,1138
AAPL,1739
RELIANCE,1476
tsla,1428
RELIANCE,1879
AMZN,614
tsla,684
RELIANCE,1474
tsla,1980
HDFC BANK,1581
ACN,1199
AAPL,1534
tsla,2254
HDFC BANK,1961
MSFT,363
ACN,2224
tsla,1307
MSFT,659
MSFT,1816
ACN,1818
TATA MOTORS,1309
HDFC BANK,128
ACN,483
MSFT,1292
ITC,1834
HDFC BANK,773
SBIN,1240
ACN,1913
ACN,733
ACN,666
ACN,651
ITC,1100
ITC,1660
SBIN,1608
AAPL,1622
tsla,366
AMZN,1033
AMZN,722
TATA MOTORS,1600
AAPL,2336
AMZN,241
ITC,2283
SBIN,439
ITC,1930
AMZN,2131
MSFT,280
ACN,2280
tsla,2365
TATA MOTORS,1412
MSFT,120
ACN,1387
MSFT,2406
HDFC BANK,1632
ITC,1240
SBIN,2418
AAPL,1756
MSFT,2221
SBIN,331
RELIANCE,1430
AMZN,2197
ACN,1994
MSFT,571
ACN,1810
AAPL,217
ACN,1276
ITC,449
RELIANCE,157
RELIANCE,2400
tsla,392
TATA MOTORS,1272
RELIANCE,94
HDFC BANK,645
MSFT,386
HDFC BANK,662
ACN,262
AAPL,2155
SBIN,2457
MSFT,2426
MSFT,744
tsla,85
TATA MOTORS,759
SBIN,1362
RELIANCE,388
tsla,1001
MSFT,1238
MSFT,2067
tsla,564
SBIN,1292
HDFC BANK,2487
AMZN,1647
AAPL,1553
AMZN,2478
AMZN,14
SBIN,1603
ACN,875
AMZN,1213
MSFT,1066
MSFT,12
TATA MOTORS,950
tsla,280
AAPL,321
ITC,592
MSFT,1715
MSFT,69
AAPL,2193
ITC,978
tsla,1823
AMZN,604
AAPL,1380
SBIN,563
RELIANCE,250
ACN,2339
TATA MOTORS,1146
AMZN,1449
SBIN,736
ITC,2072
HDFC BANK,2188
HDFC BANK,1680
TATA MOTORS,2149
AAPL,903
AAPL,404
ITC,485
SBIN,900
HDFC BANK,1879
MSFT,30
AAPL,969
RELIANCE,2238
TATA MOTORS,507
ACN,1846
tsla,1277
MSFT,399
MSFT,1947
RELIANCE,1632
TATA MOTORS,855
ITC,572
HDFC BANK,1926
AAPL,2232
AAPL,1595
ITC,1477
RELIANCE,1361
MSFT,793
tsla,1795
tsla,267
HDFC BANK,489
SBIN,711
SBIN,1399
SBIN,2218
HDFC BANK,1292
SBIN,1103
ITC,225
TATA MOTORS,816
AMZN,213
tsla,2123
AMZN,1416
MSFT,1799
AMZN,1199
HDFC BANK,141
tsla,558
tsla,620
ACN,2364
SBIN,2375
TATA MOTORS,1416
HDFC BANK,607
MSFT,30
TATA MOTORS,1297
ITC,43
RELIANCE,2496
ITC,2139
MSFT,2055
HDFC BANK,1922
ACN,1461
AMZN,1177
AAPL,2043
TATA MOTORS,163
SBIN,932
RELIANCE,2205
AMZN,2128
TATA MOTORS,640
AMZN,697
ITC,2463
RELIANCE,2345
AMZN,873
HDFC BANK,2282
ITC,1914
TATA MOTORS,406
MSFT,2295
tsla,333
MSFT,2365
AAPL,1998
MSFT,1403
ITC,1750
AMZN,876
AAPL,56
tsla,730
ACN,108
SBIN,1256
AAPL,637
tsla,1387
AAPL,786
ITC,674
SBIN,1412
ITC,1869
AMZN,615
AMZN,1404
TATA MOTORS,1642
RELIANCE,1061
SBIN,1256
SBIN,971
TATA MOTORS,827
ITC,1461
HDFC BANK,1294
ITC,1995
RELIANCE,1248
TATA MOTORS,1784
MSFT,83
RELIANCE,1240
RELIANCE,292
ITC,1205
HDFC BANK,2020
SBIN,399
ITC,1518
RELIANCE,640
tsla,593
RELIANCE,1884
AMZN,1625
AMZN,2111
AMZN,2050
RELIANCE,939
MSFT,1031
HDFC BANK,339
ACN,1869
ACN,998
MSFT,1446
SBIN,1298
SBIN,78
AMZN,2453
SBIN,1951
TATA MOTORS,720
SBIN,2323
tsla,495
AMZN,672
AAPL,976
HDFC BANK,1618
MSFT,838
AMZN,2291
ITC,560
tsla,1234
MSFT,391
AAPL,2325
RELIANCE,901
HDFC BANK,47
MSFT,343
ACN,2065
AAPL,948
MSFT,2028
ACN,2460
HDFC BANK,1386
RELIANCE,504
AMZN,2421
TATA MOTORS,2410
ITC,2122
TATA MOTORS,1501
SBIN,1044
HDFC BANK,2039
tsla,403
MSFT,1976
ACN,1487
TATA MOTORS,757
tsla,1900
RELIANCE,639
AAPL,501
tsla,1684
ITC,2182
AAPL,564
ITC,2449
TATA MOTORS,1441
SBIN,2331
HDFC BANK,1176
SBIN,1971
HDFC BANK,504
AAPL,759
AMZN,777
MSFT,935
ACN,1739
ACN,181
HDFC BANK,12
MSFT,1579
ACN,346
AMZN,1880
TATA MOTORS,2334
RELIANCE,734
ITC,1485
SBIN,25
AMZN,602
tsla,652
tsla,139
MSFT,1827
AMZN,2035
AAPL,197
AAPL,701
ITC,184
TATA MOTORS,2044
AAPL,628
AAPL,2100
MSFT,738
tsla,326
tsla,960
SBIN,2217
ITC,1283
AAPL,966
MSFT,934
RELIANCE,1104
ACN,1736
AAPL,1311
RELIANCE,282
ITC,575
MSFT,1259
ACN,2466
SBIN,1093
MSFT,898
AMZN,2113
TATA MOTORS,2493
ACN,726
ITC,904
RELIANCE,507
TATA MOTORS,1430
RELIANCE,799
AAPL,990
SBIN,280
RELIANCE,421
HDFC BANK,959
ACN,1599
ITC,959
AAPL,356
tsla,1734
RELIANCE,402
RELIANCE,2262
ACN,1041
RELIANCE,1393
AMZN,1982
SBIN,333
SBIN,50
AAPL,2364
ACN,2055
RELIANCE,1518
AAPL,1026
ACN,934
MSFT,1226
TATA MOTORS,282
SBIN,1868
AAPL,1952
SBIN,1561
RELIANCE,745
HDFC BANK,1269
ITC,1083
ITC,2292
MSFT,2218
SBIN,306
ITC,54
AAPL,1613
tsla,2015
HDFC BANK,1336
RELIANCE,1147
ITC,2139
MSFT,2063
AMZN,2113
AAPL,244
ITC,798
RELIANCE,1453
RELIANCE,1120
MSFT,792
AMZN,1912
RELIANCE,139
AMZN,795
MSFT,1831
TATA MOTORS,518
RELIANCE,2172
TATA MOTORS,932
RELIANCE,1207
AAPL,924
MSFT,2487
SBIN,124
tsla,787
ITC,1309
TATA MOTORS,1793
TATA MOTORS,1301
AAPL,1127
AMZN,623
SBIN,2383
tsla,515
MSFT,1144
AMZN,2292
TATA MOTORS,716
SBIN,1214
MSFT,1444
AAPL,2330
MSFT,710
RELIANCE,1958
ITC,658
SBIN,13
ACN,2458
HDFC BANK,1054
TATA MOTORS,2182
SBIN,2498
TATA MOTORS,1535
HDFC BANK,2278
AMZN,1908
TATA MOTORS,390
AAPL,2282
RELIANCE,1486
ITC,585
RELIANCE,1698
HDFC BANK,1608
HDFC BANK,1954
RELIANCE,161
AAPL,98
ACN,350
MSFT,2042
SBIN,1522
RELIANCE,1143
AMZN,5
ACN,1776
HDFC BANK,1675
RELIANCE,1039
RELIANCE,669
MSFT,655
AAPL,1554
MSFT,466
HDFC BANK,1682
HDFC BANK,2066
RELIANCE,1282
MSFT,1721
SBIN,2101
TATA MOTORS,372
ACN,297
ACN,503
ITC,1240
TATA MOTORS,2228
TATA MOTORS,397
ACN,1771
ACN,151
tsla,2047
RELIANCE,416
ACN,2335
TATA MOTORS,544
SBIN,1859
RELIANCE,1786
TATA MOTORS,819
ACN,765
TATA MOTORS,1712
AAPL,2478
AMZN,1356
ACN,1552
SBIN,2192
ITC,2317
SBIN,531
RELIANCE,2480
AAPL,1382
tsla,905
ACN,64
SBIN,554
tsla,1612
HDFC BANK,2415
MSFT,1026
ACN,572
AMZN,2085
AAPL,2247
AAPL,899
MSFT,49
AAPL,1481
AAPL,1015
